Date,Mom   ,Mkt_rf,SMB,HML,RF,QMJ,BAB,Contra.rf
6/30/2010,-0.03,-0.0556,-0.0197,-0.045,0.0001,0.0262,0.023,-0.033
7/31/2010,0.0189,0.0693,0.0016,-0.0027,0.0001,-0.0188,-0.0226,0.049
8/31/2010,-0.0018,-0.0477,-0.03,-0.0195,0.0001,0.0113,0.0161,-0.028
9/30/2010,0.0135,0.0954,0.0392,-0.0312,0.0001,-0.0029,-0.0117,0.101
10/31/2010,0.0163,0.0388,0.0115,-0.0259,0.0001,0.0028,0.0209,0.041
11/30/2010,0.0253,0.006,0.037,-0.009,0.0001,-0.0066,-0.0054,0.011
12/31/2010,-0.0319,0.0682,0.007,0.0381,0.0001,-0.0463,-0.0014,0.039
1/31/2011,-0.0033,0.0199,-0.0247,0.0081,0.0001,-0.0081,0.0301,0.006
2/28/2011,0.0201,0.0349,0.0152,0.0109,0.0001,-0.0135,0.0075,0.041
3/31/2011,0.0355,0.0045,0.026,-0.0155,0.0001,0.0127,0.0042,0.002
4/30/2011,0.0006,0.029,-0.0034,-0.0251,0,0.0145,0.0054,0.027
5/31/2011,-0.006,-0.0127,-0.007,-0.0206,0,0.0288,0.0145,-0.016
6/30/2011,0.0173,-0.0175,-0.0018,-0.0031,0,0.0288,0.0045,-0.016
7/31/2011,0.0009,-0.0236,-0.0131,-0.0123,0,0.0067,-0.003,0.004
8/31/2011,-0.0033,-0.0599,-0.0306,-0.0244,0.0001,0.0596,0.0081,-0.049
9/30/2011,-0.0257,-0.0759,-0.0348,-0.0146,0,0.0663,0.0202,-0.074
10/31/2011,-0.0143,0.1135,0.0341,-0.0017,0,-0.0417,-0.0599,0.102
11/30/2011,0.0399,-0.0028,-0.0017,-0.0035,0,0.0318,0.0046,-0.007
12/31/2011,0.0193,0.0074,-0.0071,0.0174,0,0.0087,0.0128,-0.011
1/31/2012,-0.0792,0.0505,0.0215,-0.0109,0,-0.0355,0.0068,0.050
2/29/2012,-0.0031,0.0442,-0.0175,0.0009,0,-0.0086,0.0255,0.055
3/31/2012,0.0151,0.0311,-0.0061,0.0087,0,0.0049,0.0394,0.038
4/30/2012,0.0383,-0.0085,-0.0052,-0.0047,0,0.005,0.0287,-0.001
5/31/2012,0.0662,-0.0619,0.0002,-0.0062,0.0001,0.0313,0.0234,-0.056
6/30/2012,-0.0113,0.0389,0.0077,0.0044,0,-0.0058,0.0105,0.023
7/31/2012,0.0313,0.0079,-0.0258,-0.0025,0,0.0062,0.0102,0.008
8/31/2012,-0.0248,0.0255,0.0041,0.0128,0.0001,-0.0054,-0.0087,0.025
9/30/2012,-0.0102,0.0273,0.005,0.0152,0.0001,-0.0127,0.0081,0.031
10/31/2012,0.0009,-0.0176,-0.0114,0.0379,0.0001,-0.0212,0.0217,-0.036
11/30/2012,0.0038,0.0078,0.0059,-0.0096,0.0001,0.0128,-0.0133,0.019
12/31/2012,-0.0294,0.0118,0.0147,0.0355,0.0001,-0.0243,-0.0098,0.002
1/31/2013,-0.0186,0.0557,0.0039,0.0092,0,-0.0208,0.0446,0.039
2/28/2013,0.013,0.0129,-0.0045,0,0,0.0043,0.0181,0.013
3/31/2013,0.0195,0.0403,0.0079,-0.0026,0,-0.0046,0.0235,0.037
4/30/2013,0.0024,0.0155,-0.0244,0.0059,0,-0.0094,0.0169,0.018
5/31/2013,-0.0181,0.028,0.0167,0.0255,0,0.0017,-0.0142,0.020
6/30/2013,0.006,-0.012,0.0122,-0.0019,0,0.0136,0.0204,-0.017
7/31/2013,0.0172,0.0565,0.0186,0.0055,0,-0.0105,0.0177,0.052
8/31/2013,0.0003,-0.0271,0.003,-0.0278,0,0.0087,-0.0038,-0.015
9/30/2013,0.0301,0.0377,0.0294,-0.0118,0,-0.0083,0.0081,0.052
10/31/2013,0.0016,0.0418,-0.0149,0.0115,0,0.0156,0.0291,0.049
11/30/2013,0.0041,0.0312,0.0124,0.0024,0,0.0144,0.0195,0.029
12/31/2013,0.0007,0.0281,-0.005,-0.003,0,-0.0143,0.0025,0.025
1/31/2014,0.017,-0.0332,0.0087,-0.0208,0,-0.039,0.0202,-0.022
2/28/2014,0.0207,0.0465,0.0033,-0.0039,0,-0.0077,-0.0017,0.056
3/31/2014,-0.0331,0.0043,-0.0189,0.0509,0,0.0162,0.0158,-0.026
4/30/2014,-0.0387,-0.0019,-0.0425,0.0114,0,0.0038,0.0025,-0.018
5/31/2014,0.0114,0.0206,-0.0183,-0.0026,0,0.0014,0.0108,0.033
6/30/2014,0.007,0.0261,0.0306,-0.0074,0,-0.0181,-0.0037,0.024
7/31/2014,-0.0024,-0.0204,-0.0423,0.0001,0,0.0113,0.0095,-0.014
8/31/2014,0.0081,0.0424,0.0037,-0.0057,0,-0.0022,0.0169,0.044
9/30/2014,0.0051,-0.0197,-0.0382,-0.0122,0,0.0357,0.0247,-0.011
10/31/2014,0.0002,0.0252,0.0423,-0.0169,0,0.0425,0.0204,0.015
11/30/2014,0.0103,0.0255,-0.0206,-0.0299,0,0.0279,0.0228,0.022
12/31/2014,0.0108,-0.0006,0.0254,0.0207,0,0.0022,0.0037,-0.005
1/31/2015,0.0386,-0.0311,-0.0057,-0.0347,0,-0.0109,0.0255,-0.013
2/28/2015,-0.0286,0.0613,0.0053,-0.0177,0,0.0049,-0.0202,0.060
3/31/2015,0.0297,-0.0112,0.0305,-0.0045,0,0.0011,0.0132,-0.005
4/30/2015,-0.0737,0.0059,-0.0297,0.0185,0,-0.0111,-0.0202,-0.008
5/31/2015,0.0597,0.0136,0.0094,-0.0133,0,0.0027,0.0264,0.022
6/30/2015,0.031,-0.0153,0.0281,-0.0081,0,0.024,0.0195,-0.003
7/31/2015,0.1029,0.0154,-0.0415,-0.0414,0,0.0184,0.0498,0.035
8/31/2015,-0.0208,-0.0604,0.0049,0.0269,0,0.0181,-0.0149,-0.060
9/30/2015,0.0531,-0.0308,-0.0264,0.0053,0,0.0559,0.0547,-0.021
10/31/2015,-0.0394,0.0775,-0.0198,-0.0009,0,0.0014,-0.0107,0.071
11/30/2015,0.0227,0.0056,0.0364,-0.0051,0,0.007,0.0129,0.006
12/31/2015,0.0342,-0.0217,-0.0281,-0.0257,0.0001,0.0129,0.0258,-0.014
1/31/2016,0.0143,-0.0577,-0.0339,0.021,0.0001,0.0788,0.0075,-0.057
2/29/2016,-0.0409,-0.0007,0.0078,-0.0048,0.0002,0.0251,-0.0057,-0.012
3/31/2016,-0.0517,0.0696,0.0089,0.0114,0.0002,-0.022,-0.0247,0.056
4/30/2016,-0.0622,0.0092,0.0067,0.0325,0.0001,-0.0496,-0.0272,0.002
5/31/2016,0.0191,0.0178,-0.0026,-0.018,0.0001,0.0048,0.0219,0.017
6/30/2016,0.0421,-0.0005,0.0065,-0.0149,0.0002,0.0077,0.0286,-0.015
7/31/2016,-0.0306,0.0395,0.0264,-0.0113,0.0002,-0.0006,0.0234,0.045
8/31/2016,-0.0313,0.005,0.0117,0.0334,0.0002,0.0012,-0.0187,0.002
9/30/2016,-0.0055,0.0025,0.0201,-0.0149,0.0002,-0.031,-0.0021,0.004
10/31/2016,0.0064,-0.0202,-0.0436,0.0416,0.0002,0.0275,0.0118,-0.017
11/30/2016,-0.0421,0.0486,0.0548,0.0827,0.0001,0.0063,-0.0165,0.006
12/31/2016,-0.0038,0.0182,0.0008,0.0361,0.0003,0.0154,0.0385,0.005
1/31/2017,-0.0097,0.0194,-0.01,-0.0275,0.0004,-0.026,0.001,0.043
2/28/2017,-0.0166,0.0357,-0.0199,-0.0179,0.0004,0.0125,0.018,0.038
3/31/2017,-0.0097,0.0017,0.012,-0.0317,0.0003,0.0085,0.014,0.015
4/30/2017,0.0052,0.0109,0.0073,-0.0191,0.0005,0.0242,0.0204,0.028
5/31/2017,0.0143,0.0106,-0.0254,-0.0375,0.0006,0.0236,0.0244,0.035
6/30/2017,-0.0022,0.0078,0.0215,0.0132,0.0006,-0.0138,0.0009,-0.005
7/31/2017,0.0162,0.0187,-0.0142,-0.0028,0.0007,-0.0065,0.0027,0.035
8/31/2017,0.0357,0.0016,-0.0171,-0.0226,0.0009,-0.0022,-0.0005,0.015
9/30/2017,-0.012,0.0251,0.0453,0.0302,0.0009,-0.0046,-0.0019,0.008
10/31/2017,0.0428,0.0225,-0.0195,-0.0008,0.0009,0.0218,0.0037,0.046
11/30/2017,-0.0075,0.0312,-0.0063,0.0002,0.0008,0.0226,0.0183,0.015
12/31/2017,-0.0159,0.0106,-0.0127,0.0011,0.0009,-0.0167,0.0053,0.002
1/31/2018,0.04,0.0558,-0.0306,-0.0141,0.0011,0.0094,-0.001,0.092
2/28/2018,0.0398,-0.0365,0.0028,-0.012,0.0011,0.0176,-0.0201,-0.024
3/31/2018,-0.0125,-0.0235,0.0395,-0.0008,0.0012,-0.0034,0.0261,-0.036
4/30/2018,0.0027,0.0029,0.0108,0.005,0.0014,-0.0147,0.001,0.011
5/31/2018,0.0376,0.0265,0.0524,-0.0313,0.0014,-0.0048,0.0051,0.039
6/30/2018,-0.0254,0.0048,0.0115,-0.0241,0.0014,0.0075,0.0247,0.008
